Q1:0,0,0,1,0,1,1,1,4,3
Q2:0,0,0,0,1,0,1,2,0,7
Q3:0,0,0,0,0,1,1,2,1,6
Q4:0,0,0,0,0,0,1,0,3,7
Q5:0,0,0,0,0,0,1,3,0,7
Q6:0,0,1,3,7
